# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Wed, 25 Feb 2026 03:01:13 +0100
#
# IP	number of (black)lists
#
185.32.44.21	2
185.40.122.250	2
185.46.49.49	2
185.62.224.44	2
185.68.178.227	2
185.73.23.133	2
185.82.24.141	2
185.82.200.177	2
185.91.69.5	2
185.91.69.136	2
185.92.25.19	2
185.92.25.21	2
185.92.25.22	2
185.92.25.28	2
185.92.25.30	2
185.92.25.32	2
185.92.25.33	2
185.92.25.80	2
185.92.25.81	2
185.92.25.82	2
185.92.25.84	2
185.92.25.86	2
185.92.25.87	2
185.92.25.89	2
185.92.25.113	2
185.92.26.3	2
185.92.26.4	2
185.92.26.5	2
185.92.26.17	2
185.92.26.18	2
185.92.26.25	2
185.92.26.26	2
185.93.89.37	2
185.93.89.40	2
185.93.89.68	2
185.93.89.69	2
185.93.89.72	2
185.93.89.79	2
185.93.89.96	2
185.95.159.65	2
185.96.166.203	2
185.96.167.210	2
185.98.165.140	2
185.105.239.252	2
185.110.20.128	2
185.116.163.22	2
185.117.99.39	2
185.118.15.44	2
185.120.142.233	2
185.122.255.242	2
185.123.57.92	2
185.129.61.1	2
185.129.61.2	2
185.129.61.3	2
185.129.61.4	2
185.129.61.7	2
185.129.61.9	2
185.129.62.64	2
185.130.47.197	2
185.130.153.110	2
185.131.12.121	2
185.142.236.41	2
185.147.90.66	2
185.148.14.213	2
185.148.220.252	2
185.150.28.13	2
185.156.73.86	2
185.156.73.112	2
185.156.73.157	2
185.156.73.181	2
185.156.73.182	2
185.164.73.133	2
185.169.4.11	2
185.169.4.12	2
185.169.4.13	2
185.169.4.14	2
185.169.4.16	2
185.169.4.17	2
185.169.4.19	2
185.169.4.22	2
185.169.4.24	2
185.169.4.28	2
185.169.4.37	2
185.169.4.38	2
185.169.4.41	2
185.169.4.42	2
185.169.4.44	2
185.169.4.48	2
185.169.4.50	2
185.169.4.92	2
185.169.4.119	2
185.169.4.120	2
185.169.4.121	2
185.169.4.123	2
185.169.4.159	2
185.169.4.161	2
185.169.4.163	2
185.169.4.164	2
185.169.4.165	2
185.169.4.169	2
185.169.4.173	2
185.169.4.177	2
185.169.4.178	2
185.169.4.180	2
185.169.4.184	2
185.169.4.185	2
185.169.4.186	2
185.169.4.187	2
185.169.4.192	2
185.169.4.197	2
185.169.4.201	2
185.169.4.219	2
185.169.4.222	2
185.169.4.224	2
185.169.4.227	2
185.169.4.229	2
185.169.4.230	2
185.169.4.231	2
185.169.4.235	2
185.169.4.239	2
185.169.4.247	2
185.169.4.254	2
185.170.73.131	2
185.174.182.226	2
185.176.220.48	2
185.176.220.77	2
185.177.72.9	2
185.177.72.10	2
185.177.72.11	2
185.177.72.12	2
185.177.72.16	2
185.177.72.24	2
185.177.72.106	2
185.177.72.107	2
185.177.72.111	2
185.177.72.144	2
185.177.72.179	2
185.177.72.201	2
185.177.72.202	2
185.177.72.204	2
185.177.72.205	2
185.177.72.210	2
185.180.140.106	2
185.180.140.111	2
185.180.140.112	2
185.183.243.54	2
185.184.68.13	2
185.188.217.197	2
185.188.217.199	2
185.189.182.234	2
185.191.171.7	2
185.191.171.8	2
185.191.171.9	2
185.191.171.10	2
185.191.171.11	2
185.191.171.18	2
185.192.71.8	2
185.192.71.16	2
185.192.71.18	2
185.192.71.210	2
185.192.71.211	2
185.192.71.212	2
185.192.71.217	2
185.192.71.218	2
185.192.71.221	2
185.192.71.225	2
185.192.71.249	2
185.192.97.168	2
185.193.240.246	2
185.194.178.2	2
185.194.178.3	2
185.194.178.4	2
185.194.178.22	2
185.194.178.28	2
185.194.178.32	2
185.194.178.42	2
185.194.178.55	2
185.194.178.93	2
185.194.217.192	2
185.196.8.20	2
185.196.9.159	2
185.196.10.155	2
185.196.10.225	2
185.197.8.122	2
185.197.8.134	2
185.197.8.141	2
185.197.8.150	2
185.197.8.165	2
185.197.8.167	2
185.197.8.179	2
185.197.8.198	2
185.197.8.202	2
185.197.8.206	2
185.197.8.225	2
185.197.8.234	2
185.197.8.238	2
185.197.9.29	2
185.197.9.32	2
185.197.9.62	2
185.197.9.68	2
185.197.9.124	2
185.198.44.116	2
185.200.116.36	2
185.200.116.43	2
185.200.116.52	2
185.200.116.58	2
185.200.116.67	2
185.200.116.68	2
185.200.116.70	2
185.200.116.71	2
185.200.116.75	2
185.200.116.76	2
185.200.116.77	2
185.200.116.79	2
185.200.116.80	2
185.200.116.83	2
185.200.116.86	2
185.200.118.46	2
185.207.113.182	2
185.208.159.78	2
185.208.195.210	2
185.209.196.145	2
185.213.175.176	2
185.215.166.176	2
185.216.117.74	2
185.217.1.243	2
185.217.188.132	2
185.217.188.134	2
185.218.19.135	2
185.220.100.240	2
185.220.100.241	2
185.220.100.242	2
185.220.100.243	2
185.220.100.244	2
185.220.100.245	2
185.220.100.246	2
185.220.100.247	2
185.220.100.249	2
185.220.100.250	2
185.220.101.2	2
185.220.101.10	2
185.220.101.11	2
185.220.101.14	2
185.220.101.19	2
185.220.101.23	2
185.220.101.37	2
185.220.101.40	2
185.220.101.41	2
185.220.101.43	2
185.220.101.47	2
185.220.101.51	2
185.220.101.52	2
185.220.101.53	2
185.220.101.54	2
185.220.101.55	2
185.220.101.59	2
185.220.101.96	2
185.220.101.109	2
185.220.101.130	2
185.220.101.131	2
185.220.101.133	2
185.220.101.135	2
185.220.101.136	2
185.220.101.139	2
185.220.101.141	2
185.220.101.142	2
185.220.101.143	2
185.220.101.144	2
185.220.101.155	2
185.220.101.156	2
185.220.101.159	2
185.220.101.160	2
185.220.101.162	2
185.220.101.163	2
185.220.101.167	2
185.220.101.168	2
185.220.101.173	2
185.220.101.175	2
185.220.101.178	2
185.220.101.179	2
185.220.101.180	2
185.220.101.181	2
185.220.101.183	2
185.220.101.191	2
185.220.238.142	2
185.223.152.37	2
185.223.152.38	2
185.223.152.39	2
185.223.152.40	2
185.223.152.41	2
185.223.152.42	2
185.223.152.43	2
185.223.152.44	2
185.223.152.45	2
185.223.152.46	2
185.223.152.47	2
185.223.152.48	2
185.223.152.49	2
185.223.152.50	2
185.223.152.51	2
185.223.152.52	2
185.223.152.53	2
185.223.152.54	2
185.223.152.55	2
185.223.152.56	2
185.223.152.57	2
185.223.152.58	2
185.223.152.59	2
185.223.152.60	2
185.223.152.61	2
185.223.152.62	2
185.223.152.63	2
185.223.152.64	2
185.223.152.148	2
185.223.152.150	2
185.223.152.151	2
185.223.152.152	2
185.223.152.153	2
185.223.152.154	2
185.223.152.156	2
185.223.152.157	2
185.223.152.158	2
185.223.152.159	2
185.223.152.160	2
185.223.152.161	2
185.223.152.162	2
185.223.152.164	2
185.223.152.166	2
185.223.152.167	2
185.223.152.168	2
185.223.152.170	2
185.223.152.171	2
185.223.152.172	2
185.223.152.173	2
185.223.152.174	2
185.223.152.175	2
185.223.152.217	2
185.223.152.239	2
185.224.128.136	2
185.225.232.223	2
185.226.196.4	2
185.226.196.7	2
185.226.196.22	2
185.226.197.60	2
185.226.197.62	2
185.226.197.63	2
185.226.197.74	2
185.226.197.77	2
185.226.197.78	2
185.226.197.79	2
185.226.197.80	2
185.226.197.82	2
185.226.197.83	2
185.226.197.84	2
185.226.197.85	2
185.226.197.98	2
185.231.33.38	2
185.231.113.31	2
185.237.234.14	2
185.237.234.59	2
185.238.72.74	2
185.238.231.51	2
185.238.231.80	2
185.238.231.175	2
185.238.231.210	2
185.239.85.154	2
185.241.208.81	2
185.241.208.115	2
185.241.208.136	2
185.241.208.139	2
185.241.208.184	2
185.241.208.185	2
185.241.208.234	2
185.241.211.83	2
185.241.211.112	2
185.242.3.66	2
185.242.3.85	2
185.242.3.196	2
185.242.3.198	2
185.242.3.211	2
185.242.3.212	2
185.242.3.231	2
185.242.3.240	2
185.242.226.2	2
185.242.226.3	2
185.242.226.4	2
185.242.226.5	2
185.242.226.6	2
185.242.226.12	2
185.242.226.14	2
185.242.226.15	2
185.242.226.16	2
185.242.226.20	2
185.242.226.21	2
185.242.226.22	2
185.242.226.40	2
185.242.226.42	2
185.242.226.43	2
185.242.226.44	2
185.242.226.58	2
185.242.226.59	2
185.242.226.60	2
185.242.226.61	2
185.242.226.62	2
185.242.226.64	2
185.242.226.65	2
185.242.226.67	2
185.242.226.71	2
185.242.226.80	2
185.242.226.87	2
185.242.226.92	2
185.242.226.93	2
185.242.226.102	2
185.242.226.106	2
185.242.226.108	2
185.242.226.112	2
185.242.226.118	2
185.243.5.22	2
185.243.5.56	2
185.243.5.60	2
185.243.96.20	2
185.243.96.34	2
185.243.98.11	2
185.243.218.225	2
185.243.218.226	2
185.243.218.229	2
185.243.218.230	2
185.243.218.231	2
185.243.218.232	2
185.243.218.233	2
185.246.188.73	2
185.246.188.149	2
185.246.255.183	2
185.247.71.192	2
185.247.137.2	2
185.247.137.3	2
185.247.137.4	2
185.247.137.5	2
185.247.137.8	2
185.247.137.9	2
185.247.137.11	2
185.247.137.12	2
185.247.137.13	2
185.247.137.14	2
185.247.137.15	2
185.247.137.16	2
185.247.137.18	2
185.247.137.19	2
185.247.137.21	2
185.247.137.22	2
185.247.137.23	2
185.247.137.24	2
185.247.137.26	2
185.247.137.27	2
185.247.137.36	2
185.247.137.39	2
185.247.137.40	2
185.247.137.41	2
185.247.137.42	2
185.247.137.43	2
185.247.137.44	2
185.247.137.45	2
185.247.137.46	2
185.247.137.48	2
185.247.137.52	2
185.247.137.53	2
185.247.137.55	2
185.247.137.56	2
185.247.137.57	2
185.247.137.60	2
185.247.137.63	2
185.247.137.66	2
185.247.137.68	2
185.247.137.69	2
185.247.137.70	2
185.247.137.71	2
185.247.137.72	2
185.247.137.73	2
185.247.137.77	2
185.247.137.78	2
185.247.137.82	2
185.247.137.91	2
185.247.137.92	2
185.247.137.93	2
185.247.137.99	2
185.247.137.100	2
185.247.137.103	2
185.247.137.105	2
185.247.137.108	2
185.247.137.110	2
185.247.137.111	2
185.247.137.112	2
185.247.137.113	2
185.247.137.115	2
185.247.137.116	2
185.247.137.117	2
185.247.137.120	2
185.247.137.122	2
185.247.137.123	2
185.247.137.124	2
185.247.137.125	2
185.247.137.126	2
185.247.137.127	2
185.247.137.128	2
185.247.137.129	2
185.247.137.134	2
185.247.137.136	2
185.247.137.137	2
185.247.137.138	2
185.247.137.140	2
185.247.137.141	2
185.247.137.142	2
185.247.137.143	2
185.247.137.144	2
185.247.137.145	2
185.247.137.146	2
185.247.137.149	2
185.247.137.152	2
185.247.137.153	2
185.247.137.155	2
185.247.137.157	2
185.247.137.163	2
185.247.137.171	2
185.247.137.172	2
185.247.137.174	2
185.247.137.175	2
185.247.137.177	2
185.247.137.178	2
185.247.137.182	2
185.247.137.184	2
185.247.137.186	2
185.247.137.190	2
185.247.137.192	2
185.247.137.193	2
185.247.137.194	2
185.247.137.196	2
185.247.137.198	2
185.247.137.203	2
185.247.137.204	2
185.247.137.205	2
185.247.137.207	2
185.247.137.211	2
185.247.137.212	2
185.247.137.214	2
185.247.137.216	2
185.247.137.219	2
185.247.137.220	2
185.247.137.223	2
185.247.137.225	2
185.247.137.229	2
185.247.137.230	2
185.247.137.231	2
185.247.137.232	2
185.247.137.233	2
185.247.137.235	2
185.247.137.239	2
185.247.137.242	2
185.247.137.243	2
185.247.137.244	2
185.247.137.248	2
185.247.137.249	2
185.247.137.250	2
185.247.137.251	2
185.247.137.253	2
185.255.92.1	2
185.255.92.17	2
185.255.208.180	2
186.4.167.11	2
186.4.216.42	2
186.14.45.108	2
186.23.209.47	2
186.31.95.163	2
186.73.152.142	2
186.96.67.42	2
186.97.203.166	2
186.116.1.219	2
186.119.139.131	2
186.120.151.214	2
186.122.177.140	2
186.137.21.165	2
186.148.187.172	2
186.149.199.90	2
186.155.41.54	2
186.177.88.7	2
186.177.88.36	2
186.177.88.81	2
186.177.88.84	2
186.179.80.12	2
186.180.175.236	2
186.193.69.104	2
186.194.54.114	2
186.195.251.43	2
186.208.246.107	2
186.208.246.127	2
186.225.144.106	2
186.225.148.60	2
186.233.127.187	2
186.235.4.245	2
186.235.193.170	2
187.0.5.128	2
187.12.112.186	2
187.19.84.148	2
187.32.48.59	2
187.35.169.81	2
187.49.39.246	2
187.49.63.41	2
187.61.107.250	2
187.62.7.68	2
187.85.2.46	2
187.85.10.96	2
187.87.239.24	2
187.93.68.178	2
187.126.105.42	2
187.133.161.237	2
187.134.21.245	2
187.136.128.72	2
187.141.210.92	2
187.142.106.244	2
187.175.18.251	2
187.192.164.134	2
187.198.111.147	2
187.224.141.47	2
187.226.41.147	2
187.232.133.29	2
187.233.89.254	2
187.243.78.4	2
187.251.108.233	2
187.251.199.42	2
188.4.177.97	2
188.8.52.162	2
188.17.149.42	2
188.19.132.142	2
188.34.206.103	2
188.59.19.112	2
188.59.88.234	2
188.59.178.14	2
188.59.178.27	2
188.59.178.28	2
188.59.178.29	2
188.59.178.30	2
188.59.178.43	2
188.59.178.45	2
188.75.78.134	2
188.85.212.166	2
188.90.232.152	2
188.94.24.235	2
188.117.196.36	2
188.120.242.58	2
188.121.103.146	2
188.132.231.0	2
188.132.231.1	2
188.132.231.2	2
188.132.231.3	2
188.132.231.21	2
188.132.231.22	2
188.132.231.23	2
188.132.231.24	2
188.136.133.123	2
188.136.222.140	2
188.150.28.246	2
188.166.0.157	2
188.166.0.180	2
188.166.2.77	2
188.166.2.196	2
188.166.4.63	2
188.166.5.69	2
188.166.5.112	2
188.166.5.117	2
188.166.6.144	2
188.166.6.206	2
188.166.6.240	2
188.166.7.100	2
188.166.7.227	2
188.166.7.249	2
188.166.8.107	2
188.166.9.14	2
188.166.9.104	2
188.166.10.176	2
188.166.11.153	2
188.166.12.46	2
188.166.12.102	2
188.166.12.167	2
188.166.13.10	2
188.166.14.20	2
188.166.14.173	2
188.166.15.139	2
188.166.15.188	2
188.166.16.100	2
188.166.16.105	2
188.166.16.251	2
188.166.17.25	2
188.166.17.179	2
188.166.18.32	2
188.166.18.109	2
188.166.18.236	2
188.166.19.31	2
188.166.19.65	2
188.166.20.111	2
188.166.20.234	2
188.166.21.19	2
188.166.21.171	2
188.166.22.110	2
188.166.22.167	2
188.166.23.4	2
188.166.23.29	2
188.166.23.228	2
188.166.25.149	2
188.166.26.54	2
188.166.26.142	2
188.166.27.158	2
188.166.29.79	2
188.166.29.159	2
188.166.29.220	2
188.166.31.26	2
188.166.31.176	2
188.166.31.182	2
188.166.31.237	2
188.166.32.8	2
188.166.32.46	2
188.166.32.152	2
188.166.32.216	2
188.166.32.240	2
188.166.33.93	2
188.166.35.176	2
188.166.35.196	2
188.166.36.59	2
188.166.36.91	2
188.166.36.164	2
188.166.36.249	2
188.166.37.40	2
188.166.37.94	2
188.166.37.164	2
188.166.37.172	2
188.166.37.191	2
188.166.37.225	2
188.166.38.175	2
188.166.39.186	2
188.166.40.5	2
188.166.41.113	2
188.166.41.236	2
188.166.42.31	2
188.166.42.219	2
188.166.44.19	2
188.166.44.51	2
188.166.45.86	2
188.166.46.68	2
188.166.46.74	2
188.166.46.202	2
188.166.47.7	2
188.166.48.73	2
188.166.48.117	2
188.166.48.122	2
188.166.48.133	2
188.166.48.183	2
188.166.49.60	2
188.166.49.114	2
188.166.50.24	2
188.166.50.179	2
188.166.50.184	2
188.166.50.234	2
188.166.51.184	2
188.166.52.19	2
188.166.52.147	2
188.166.52.149	2
188.166.52.211	2
188.166.52.237	2
188.166.53.113	2
188.166.55.48	2
188.166.56.138	2
188.166.57.49	2
188.166.57.56	2
188.166.57.62	2
188.166.57.132	2
188.166.58.185	2
188.166.59.202	2
188.166.60.21	2
188.166.60.125	2
188.166.60.175	2
188.166.61.78	2
188.166.61.168	2
188.166.62.15	2
188.166.62.169	2
188.166.63.100	2
188.166.63.178	2
188.166.64.227	2
188.166.65.113	2
188.166.65.204	2
188.166.67.122	2
188.166.67.201	2
188.166.67.216	2
188.166.68.159	2
188.166.69.109	2
188.166.69.165	2
188.166.70.103	2
188.166.70.158	2
188.166.70.160	2
188.166.70.210	2
188.166.71.205	2
188.166.72.134	2
188.166.72.157	2
188.166.73.65	2
188.166.73.121	2
188.166.74.33	2
188.166.74.57	2
188.166.74.151	2
188.166.74.241	2
188.166.75.35	2
188.166.75.95	2
188.166.75.152	2
188.166.76.77	2
188.166.76.127	2
188.166.76.190	2
188.166.77.42	2
188.166.77.246	2
188.166.79.86	2
188.166.79.240	2
188.166.82.180	2
188.166.82.186	2
188.166.83.40	2
188.166.83.146	2
188.166.84.31	2
188.166.84.151	2
188.166.84.230	2
188.166.85.168	2
188.166.86.25	2
188.166.86.64	2
188.166.88.7	2
188.166.88.12	2
188.166.88.32	2
188.166.88.200	2
188.166.88.219	2
188.166.89.5	2
188.166.89.208	2
188.166.90.250	2
188.166.91.50	2
188.166.92.59	2
188.166.93.63	2
188.166.93.104	2
188.166.94.219	2
188.166.95.10	2
188.166.95.163	2
188.166.95.184	2
188.166.96.15	2
188.166.96.19	2
188.166.96.173	2
188.166.96.215	2
188.166.97.39	2
188.166.97.149	2
188.166.98.66	2
188.166.98.224	2
188.166.99.30	2
188.166.99.207	2
188.166.100.4	2
188.166.100.38	2
188.166.100.129	2
188.166.101.154	2
188.166.101.242	2
188.166.102.183	2
188.166.103.203	2
188.166.104.88	2
188.166.104.248	2
188.166.105.13	2
188.166.105.180	2
188.166.105.188	2
188.166.105.248	2
188.166.106.42	2
188.166.106.55	2
188.166.106.138	2
188.166.107.112	2
188.166.107.125	2
188.166.108.19	2
188.166.108.76	2
188.166.108.203	2
188.166.108.220	2
188.166.109.43	2
188.166.110.55	2
188.166.110.131	2
188.166.110.152	2
188.166.110.180	2
188.166.111.20	2
188.166.111.72	2
188.166.111.177	2
188.166.112.127	2
188.166.112.218	2
188.166.114.22	2
188.166.114.64	2
188.166.114.97	2
188.166.114.177	2
188.166.115.67	2
188.166.115.74	2
188.166.115.98	2
188.166.115.119	2
188.166.115.209	2
188.166.116.17	2
188.166.116.62	2
188.166.116.106	2
188.166.116.183	2
188.166.116.205	2
188.166.117.87	2
188.166.117.223	2
188.166.118.242	2
188.166.120.52	2
188.166.120.186	2
188.166.120.213	2
188.166.120.227	2
188.166.121.63	2
188.166.121.66	2
188.166.121.89	2
188.166.121.162	2
188.166.121.218	2
188.166.122.109	2
188.166.122.115	2
188.166.123.17	2
188.166.123.58	2
188.166.123.65	2
188.166.123.208	2
188.166.124.45	2
188.166.124.110	2
188.166.124.155	2
188.166.124.232	2
188.166.125.104	2
188.166.125.114	2
188.166.125.204	2
188.166.126.103	2
188.166.126.137	2
188.166.126.150	2
188.166.127.11	2
188.166.127.57	2
188.166.127.166	2
188.166.127.185	2
188.166.127.205	2
188.166.146.67	2
188.166.146.106	2
188.166.153.189	2
188.166.157.24	2
188.166.165.82	2
188.166.165.112	2
188.166.166.54	2
188.166.173.162	2
188.166.176.26	2
188.166.179.34	2
188.166.181.2	2
188.166.182.197	2
188.166.211.175	2
188.166.212.126	2
188.166.221.241	2
188.166.222.169	2
188.166.236.17	2
188.166.237.126	2
188.166.237.222	2
188.166.247.13	2
188.166.255.28	2
188.187.145.252	2
188.213.34.3	2
188.213.199.188	2
188.226.69.247	2
188.226.148.205	2
188.233.10.123	2
188.234.7.28	2
188.234.212.101	2
188.239.52.94	2
188.240.196.227	2
188.247.54.50	2
188.247.63.174	2
188.253.17.99	2
188.254.76.32	2
189.22.245.18	2
189.45.45.154	2
189.109.136.186	2
189.112.63.20	2
189.113.8.254	2
189.113.185.142	2
189.120.240.60	2
189.126.72.81	2
189.146.80.133	2
189.150.131.5	2
189.150.224.73	2
189.162.166.48	2
189.175.168.65	2
189.178.91.9	2
189.188.53.92	2
189.189.33.252	2
189.240.82.82	2
189.248.152.31	2
190.7.158.110	2
190.12.109.162	2
190.26.208.130	2
190.52.63.195	2
190.56.162.181	2
190.60.216.206	2
190.89.120.125	2
190.90.79.29	2
190.90.79.30	2
190.108.89.210	2
190.111.9.84	2
190.111.226.20	2
190.114.243.80	2
190.114.243.82	2
190.114.243.83	2
190.114.243.86	2
190.114.243.87	2
190.119.185.165	2
190.120.248.133	2
190.142.97.173	2
190.148.107.110	2
190.153.101.134	2
190.181.4.12	2
190.182.160.212	2
190.182.166.19	2
190.182.166.112	2
190.182.230.152	2
190.182.251.42	2
190.185.162.26	2
190.185.228.11	2
190.196.168.215	2
190.202.7.114	2
190.221.167.137	2
190.226.87.148	2
190.229.67.72	2
190.234.125.203	2
190.245.254.159	2
191.6.255.74	2
191.33.76.49	2
191.59.151.98	2
191.59.201.161	2
191.96.227.131	2
191.210.133.134	2
191.242.126.46	2
191.243.50.122	2
192.3.96.60	2
192.3.180.222	2
192.34.57.8	2
192.34.58.185	2
192.34.59.75	2
192.34.61.104	2
192.34.63.19	2
192.34.164.13	2
192.42.116.13	2
192.42.116.25	2
192.42.116.28	2
192.42.116.93	2
192.42.116.174	2
192.42.116.176	2
192.42.116.177	2
192.42.116.180	2
192.42.116.181	2
192.42.116.182	2
192.42.116.184	2
192.42.116.185	2
192.42.116.186	2
192.42.116.192	2
192.42.116.195	2
192.42.116.196	2
192.42.116.200	2
192.42.116.201	2
192.42.116.203	2
192.42.116.208	2
192.42.116.209	2
192.42.116.211	2
192.42.116.212	2
192.42.116.214	2
192.42.116.215	2
192.42.116.217	2
192.42.116.218	2
192.42.116.219	2
192.81.208.33	2
192.81.212.200	2
192.82.63.42	2
192.99.37.218	2
192.99.251.209	2
192.104.34.34	2
192.109.200.4	2
192.109.200.33	2
192.109.200.56	2
192.109.200.220	2
192.109.200.225	2
192.124.180.204	2
192.140.64.36	2
192.140.87.197	2
192.141.148.98	2
192.142.3.52	2
192.142.25.95	2
192.142.26.28	2
192.155.81.124	2
192.155.84.194	2
192.155.87.90	2
192.159.99.21	2
192.159.99.27	2
192.159.99.38	2
192.159.99.74	2
192.159.99.125	2
192.159.99.129	2
192.159.99.162	2
192.159.99.168	2
192.159.99.196	2
192.166.82.38	2
192.166.217.14	2
192.210.141.16	2
192.210.187.83	2
192.210.233.234	2
192.227.153.50	2
192.240.48.201	2
192.241.132.120	2
192.241.134.105	2
192.241.134.176	2
192.241.134.195	2
192.241.134.238	2
192.241.138.175	2
192.241.144.13	2
192.241.149.93	2
192.241.150.49	2
192.241.154.169	2
192.241.157.95	2
192.241.161.98	2
192.241.168.23	2
192.241.170.117	2
192.241.170.215	2
192.241.182.181	2
192.241.248.148	2
192.241.248.205	2
192.253.248.19	2
192.253.248.30	2
192.253.248.42	2
192.253.248.43	2
192.253.248.44	2
192.253.248.45	2
192.253.248.46	2
192.253.248.47	2
192.253.248.48	2
193.3.53.3	2
193.3.53.4	2
193.3.53.5	2
193.3.53.6	2
193.3.53.7	2
193.3.53.8	2
193.3.53.9	2
193.3.53.10	2
193.3.53.11	2
193.9.44.110	2
193.23.211.242	2
193.24.123.42	2
193.24.211.48	2
193.24.211.224	2
193.24.211.230	2
193.26.115.43	2
193.26.115.123	2
193.26.115.140	2
193.26.115.178	2
193.26.115.186	2
193.29.13.64	2
193.31.51.176	2
193.32.126.230	2
193.32.126.236	2
193.32.162.11	2
193.32.162.80	2
193.32.162.157	2
193.32.162.224	2
193.32.162.247	2
193.32.248.177	2
193.37.32.4	2
193.37.32.8	2
193.37.32.9	2
193.37.32.20	2
193.37.32.21	2
193.37.32.24	2
193.37.32.56	2
193.37.32.58	2
193.37.32.64	2
193.37.32.66	2
193.37.32.74	2
193.37.32.80	2
193.37.32.85	2
193.37.32.86	2
193.37.32.89	2
193.37.32.92	2
193.37.32.97	2
193.37.32.106	2
193.37.32.107	2
193.37.32.110	2
193.37.32.112	2
193.37.32.131	2
193.37.32.132	2
193.37.32.133	2
193.37.32.134	2
193.37.32.135	2
193.37.32.136	2
193.37.32.137	2
193.37.32.138	2
193.37.32.139	2
193.37.32.140	2
193.37.32.141	2
193.37.32.142	2
193.37.32.143	2
193.37.32.144	2
193.37.32.145	2
193.37.32.146	2
193.37.32.147	2
193.37.32.148	2
193.37.32.149	2
193.37.32.150	2
193.37.32.151	2
193.37.32.152	2
193.37.32.153	2
193.37.32.154	2
193.37.32.155	2
193.37.32.156	2
193.37.32.157	2
193.37.32.158	2
193.37.32.159	2
193.37.32.160	2
193.37.32.161	2
193.37.32.162	2
193.37.32.163	2
193.37.32.164	2
193.37.32.165	2
193.37.32.166	2
193.37.32.167	2
193.37.32.168	2
193.37.32.169	2
193.37.32.170	2
193.37.32.171	2
193.37.32.172	2
193.37.32.174	2
193.37.32.175	2
193.37.32.176	2
193.37.32.177	2
193.37.32.184	2
193.37.32.196	2
193.37.32.200	2
193.46.255.102	2
193.46.255.113	2
193.80.65.117	2
193.105.134.95	2
193.106.3.145	2
193.122.90.9	2
193.123.79.233	2
193.138.7.151	2
193.142.147.5	2
193.142.147.209	2
193.143.231.138	2
193.151.130.22	2
193.163.125.2	2
193.163.125.3	2
193.163.125.4	2
193.163.125.5	2
193.163.125.6	2
193.163.125.7	2
193.163.125.8	2
193.163.125.9	2
193.163.125.10	2
193.163.125.11	2
193.163.125.12	2
193.163.125.13	2
193.163.125.14	2
193.163.125.15	2
193.163.125.16	2
193.163.125.17	2
193.163.125.18	2
193.163.125.19	2
193.163.125.20	2
193.163.125.21	2
193.163.125.22	2
193.163.125.23	2
193.163.125.24	2
193.163.125.25	2
193.163.125.26	2
193.163.125.27	2
193.163.125.28	2
193.163.125.29	2
193.163.125.30	2
193.163.125.31	2
193.163.125.32	2
193.163.125.33	2
193.163.125.34	2
193.163.125.35	2
193.163.125.36	2
193.163.125.37	2
193.163.125.38	2
193.163.125.39	2
193.163.125.40	2
193.163.125.41	2
193.163.125.42	2
193.163.125.43	2
193.163.125.44	2
193.163.125.45	2
193.163.125.46	2
193.163.125.47	2
193.163.125.48	2
193.163.125.49	2
193.163.125.50	2
193.163.125.51	2
193.163.125.52	2
193.163.125.53	2
193.163.125.54	2
193.163.125.55	2
193.163.125.56	2
193.163.125.57	2
193.163.125.58	2
193.163.125.59	2
193.163.125.60	2
193.163.125.61	2
193.163.125.62	2
193.163.125.63	2
193.163.125.64	2
193.163.125.65	2
193.163.125.66	2
193.163.125.67	2
193.163.125.68	2
193.163.125.69	2
193.163.125.70	2
193.163.125.71	2
193.163.125.72	2
193.163.125.73	2
193.163.125.74	2
193.163.125.75	2
193.163.125.76	2
193.163.125.77	2
193.163.125.78	2
193.163.125.79	2
193.163.125.80	2
193.163.125.81	2
193.163.125.82	2
193.163.125.83	2
193.163.125.84	2
193.163.125.85	2
193.163.125.86	2
193.163.125.87	2
193.163.125.88	2
193.163.125.89	2
193.163.125.90	2
193.163.125.91	2
193.163.125.92	2
193.163.125.93	2
193.163.125.94	2
193.163.125.95	2
193.163.125.96	2
193.163.125.97	2
193.163.125.98	2
193.163.125.99	2
193.163.125.100	2
193.163.125.101	2
193.163.125.102	2
193.163.125.103	2
193.163.125.104	2
193.163.125.105	2
193.163.125.106	2
193.163.125.107	2
193.163.125.108	2
193.163.125.109	2
193.163.125.110	2
193.163.125.111	2
193.163.125.113	2
193.163.125.114	2
193.163.125.115	2
193.163.125.116	2
193.163.125.118	2
193.163.125.119	2
193.163.125.120	2
193.163.125.121	2
193.163.125.122	2
193.163.125.124	2
193.163.125.126	2
193.163.125.128	2
193.163.125.130	2
193.163.125.132	2
193.163.125.134	2
193.163.125.135	2
193.163.125.137	2
193.163.125.139	2
193.163.125.140	2
193.163.125.142	2
193.163.125.143	2
193.163.125.144	2
193.163.125.145	2
193.163.125.146	2
193.163.125.147	2
193.163.125.148	2
193.163.125.150	2
193.163.125.151	2
193.163.125.152	2
193.163.125.153	2
193.163.125.154	2
193.163.125.155	2
193.163.125.156	2
193.163.125.157	2
193.163.125.158	2
193.163.125.159	2
193.163.125.162	2
193.163.125.163	2
193.163.125.165	2
193.163.125.167	2
